title,body,rating
" Mile-a-minute laughs, but with a message.
","From the get-go, Barbie hits hard with its spectacle and wit. The movie literally starts and ends itself in quips. But make no mistake, there is purpose and feeling to the film. It presents its core message boldly around its character's struggles, and subtly beneath its self-referential humor.<br><br>I could best describe Barbie as the inaugural Marvel movie of Greta-Gerwig-involved projects. It has a fantastic ensemble all-star cast with added cameos you never saw coming. Dazzling VFX and detailed practical set pieces bring life to the most plastic aspects of Barbieland. At several points it not just breaks the fourth wall, but blows through it altogether. There is no moment where it won't reset your expectation about what will come next.<br><br>There are definitely characters and relationships I would have liked to see explored more in-depth in the film. Regardless, Barbie will send you home with a profound motivation to re-explore who you are, where you're headed, who you want to be.",9
" Rubbish
",Watched it at home yesterday. In the first 30 minutes it was boring and then it became dreadful and unwatchable. It is sooooo mediocre that I don't understand what was going through the minds of those involved in it. How did this seem good is beyond me. What happened to cinematography? How did we come to this insufferable mess? Where is the fun is this? It is a movie so stupid with no meaning at all. Nothing that happens has a meaning. Why the characters do what they do makes no sense. How did they write the script and thought it was good? How could everyone who read the script not understand how pathetic it was? This is not a movie. This is a failing attempt to make a movie but they definitely achieved everything they could with the marketing strategy. Stupid senseless piece of garbage.,1
" A social problem.
","The film not only talks about the role of women in society, but also about how men are affected by the behavior and criticism of this repressed society full of hatred and misunderstanding. Both genders in real life suffer discrimination and minimization in labor fields, parental roles, etc. And this is something the movie makes mention of, but one has to be a bit more picky and watch the movie several times to understand the real message of the movie. About the humor, it's okay, but at times it can feel a bit fierce out of place, not to call it forced.<br><br>About its music, the film has several pieces, but they're not able to shine, as well as the movie itself, and just a few like ""What was I made for"", or ""Dance the night away"" are remembered out of all the film has to offer.",8
" Only the beginning was fun
","I was looking forward to watch this movie and now I am severely disappointed. The first ten minutes was the best part, and I took me to the days where I had my dolls.<br><br>Even as I am writing this review , I wonder why this movie was so underwhelming.<br><br>I wish the story was better told, as soon as I left the Theater the movie was forgotten.<br><br>And I think they will go for part 2 😒.<br><br>Anyways, you must see it to make up your mind , there was a few nicely done comic relief moments that were great. Anyways , Ken is a big character in this movie , I felt much more liking for his character and his reasons were understandable.<br><br>Go watch it and have your childhood moments revived .",5
" You don't have to love Barbies to love this movie and identify with it
","I'm not a Barbie fan girl in the least, but I think this has become one of those movies I will cherish. Those who were offended that they stereotyped men and made so many of them ""weak"" or ""stupid"" in this movie are seriously missing the point. They stereotyped it all (women included) in a way that was very intentional and drove home some incredibly difficult aspects of the modern human condition. They took impossibly stressful expectations that society pushes on both sexes and made them light hearted and surprisingly emotional. As a woman, even though the situations with men in the movie were exaggerated and oversimplified, they were all incredibly reflective of so many of the experiences that I and countless other women have lived through. It was nice to be seen (and to be able to laugh and cry at how on point they were)... I very rarely feel that from a movie, much less from a movie about dolls that I hardly ever chose to play with as a kid. I think the only thing I was hoping for more of was a greater acknowledgment of some less binary identities. In my opinion there were so many opportunities to more than subtlety hint at diversity there. Either way I'm pleasantly surprised at the entertaining way they tackled serious issues, how they incorporated pop culture, and how they both gave homage to the history and aesthetic of Barbie without hiding from some of the dark aspects of Mattel's past.",10
" Amazing movie, by an outstanding director and breathtaking performers
","(let me apologize for my english beforehand)
Oh my gosh... I don't even know where to start. I was very exited to watch this movie, and I decided to go see it for the first time with my best friend with whom I used to play barbies. However, I did not expected the movie to be so emotional: I cried in four different moments. In particular, the scene with the eldery woman on the bench makes me cry everytime I think about it! This movie touches a lot of parts about womanhood that we rearly get to see on the big screen, it critizes and in someways explains the patriarchy in a vey obvious way, whitch makes me think that the (mostly) men who are complaining about it have probably seen the movie with their eyes closed.<br><br>Please, girls, go watch it with a woman you love, that makes you feel safe and let you be you, because this is an experience that needs to be shared with other women.<br><br>It's one of the saddest movie I've ever seen, but somehow it filled me with hope. Now I'll go back crying about this movie while listening to ""what was i made for"" lol.",10
" It's a great film except for one thing
","What a wildly ambitious, near perfectly executed piece of cinema. Greta Gerwig, Margot Robbie, Ryan Gosling, and company have made one wildly entertaining film. It's both mainstream and experimental, overtly political and intensely silly, sentimental and satirical, heavy and light, and hoo boy is it ever beautiful. It never stops entertaining.<br><br>Like this year's other great original film, ""Oppenheimer"" it deserves being seen at least once on a big screen so you can appreciate it as the artistic masterpiece it is. There is so much going on in the details, both in the ""Real World"" and ""Barbieland"" sections.<br><br>And that last line and Robbie's delivery of it? Killer.<br><br>There is just one fly in the ointment. That fly has a name, Will Farrell. I like Will Farrell when he's centered in the movie. But here he's doing his ""Will Farrell, Silly Man"" schtick and disrupts the flow. I think it would have been interesting to see Brad Pitt or Ben Stiller (in slow burn mode) or maybe even John Cleese in the role Farrell plays.",9
" Great cast but not the movie I was expecting
","I had high hopes due to cast and some of the reviews but definitely this is not my cup of tea. I didn't find movie entertaining, everything shouldn't be about political and social statements, some time you just want plain good movie.<br><br>Worst part is by looking at name Barbie you are just expecting something light and fun but movie is completely opposite of that, in light and fun wrapper it is full of strong messages which I was not expecting.<br><br>By reading the reviews I can see lot of people like the movie so definitely there is a demand but for me it was not fun and it felts like I had wasted couple hours of my life which I would never get back.",2
" Barbie a very inclusive film
","Have you watched Barbie?<br><br>Yes I am talking about the SMASH movie that topped the global box office, broke records and made 1 BILLION dollars in just 17 days...<br><br>We watched the movie recently and couldn't help but think that the success was anything BUT coincidental...<br><br>This is the most successful movie directed by a woman, EVER<br><br>It champions intersectional feminism showing a world where:<br><br>1. Black women can be presidents
2. Trans women can be doctors
3. Disabled women can dance and join the party
4. Plus size women can be desired
5. Mature women can mentor, encourage and support younger women
6. Men can be allies and support women's causes<br><br>What I also loved is that the movie showed that:<br><br>1. Men can find happiness when they decide to be themselves, rather who society expects them to be
2. You can still be a man and cry and love yourself and support others without having to fight and ""prove"" your masculinity
3. Women don't need men to be happy and vice versa
4. There's beauty in the mundane and everyday experiences, such as going to the doctor<br><br>It is obvious that the team behind this movie was incredibly diverse.<br><br>You can see diversity of thought and willingness to include different people, and groups, in almost every scene!!! ... WOW !<br><br>Diversity &amp; Inclusion is not just the right, and ethical thing, for every company to do, it is also something that creates masterpieces and makes $$$$$$$ !<br><br>Go Barbie !!!<br><br>GO DIVERSITY AND INCLUSION.",8
" I have no idea who this is made for.
","The bright colours will appeal to youngsters, and thankfully the mindless feminism will sail over their heads, the feminism sticks with young adults but the nostalgia wont appeal, and for oldies the nostalgia is fun but the poor script and acting is appalling. I think Mattel have highlighted in a 2 hour film why their toy is now completely obsolete no matter how hard they try to rebrand it. If you like comedy watch the trailer, its not just a highlights reel, it is the enitrely of anything amsuing in the whole film. The cast made the best of a bad script, but the writers have missed an opportunity to make a classic comedy for the ages.",4
" Even non-Barbie fans can enjoy this!
","I am not a huge Barbie fan. I want to say that right out of the gate. My mom, however, has a massive collection. She was at just the right age when the dolls came out that Barbie was a huge part of her life. Knowing that, I took her to see Barbie yesterday morning.<br><br>Parents of young children, there's nothing majorly inappropriate going on but you may want to wait on this one. While it's visually stunning, I wouldn't call it a kids movie. There are lots of complex themes woven into it that younger kids may not understand.<br><br>Production design is stellar! In scenes where some of the infamous Barbie dream house is involved, the props behave just like Barbie toys do. It's a subtle reminder that the team understood the assignment &amp; did not disappoint.<br><br>The costume design is also amazing. There are joking references to costumes that were discontinued that fans of the toy line will enjoy. The end credits also do a great job of referencing deep cuts in the Barbie lineup.<br><br>Diversity is on full display here &amp; it works to the film's advantage. Girls &amp; women watching this film will find a Barbie that looks like them. And gents, they didn't forget you either. There are also diverse Kens in Barbieland. In fact, I'm going to have trouble watching Kingsley Ben-Adir in Secret Invasion as Gravik, because he makes a great Ken. The whole point is representation. Barbie can be anything. The movie does a great job of driving that home.<br><br>The marketing mentioned if you loved Barbie or hated Barbie, this is the movie for you. It doesn't shy away from Barbie's detractors. Gloria's daughter delivers a scathing referendum on Barbie's impact on society. But later on Gloria delivers a monologue that had my whole theater cheering when she finished. As a middle aged woman, I related to everything she said. I didn't find it preachy as some have said. It felt heartfelt &amp; reflective of what most women deal with every single day.<br><br>It's fun. At times, it's plain old goofy. The dance numbers are on point. I don't know what I was expecting but I walked out of the theater still chuckling.<br><br>It's okay to revel in the fun of it. It's okay to dive into the deeper themes. There were tons of ""Barbies"" &amp; ""Kens"" in my theater, wearing their favorite shade of pink, be it subtle or neon. The fans are all in &amp; even a reluctant movie goer like me can get on board. Lots of laughs with enough real world to make it relatable. One of the better movies I've seen in a very long time.<br><br>No post credits sequences.",9
" Was way more than I expected
","Went to the Wednesday Barbie Blow Out showing - I went into it thinking it was going to be a cute charming movie. It wasn't anything I expected, I've never seen a movie like this before, on all levels from writing, the sets. Every actor has such amazing range. The way each scene transformed your mind set, having you want more. This movie was so good It was written with current, real issues while also being nostalgic and filled with Easter eggs, while giving ode to the past and so self aware. The writers and actors perfectly put into a scene the struggles, heartache, dissonance into everyday life, while making you cry of both laughter and sadness.",9
" Don't over analyse and it's great
","So many people have watched this movie and have absolutely dissected it to be something it isn't. Just sit back, relax, don't overthink it and it's so enjoyable. A good laugh and light hearted film. Would definitely recommend. It's funny, crazy and random but it's written so well. The little comments and mentions of certain things by certain characters make you chuckle. The story is good because it isn't just a movie of barbie. It covers what barbie was and who barbie was and where barbie went and also Ken and Allan. They cover all areas and manage to keep it light on the story and feelgood at the end.",10
" Not what I was expecting...
","I adored Ryan Gosling as Ken, and Margot Robbie was perfect as Barbie. (Parents, this is not a movie for little kids.) The beginning was hopeful and I loved the cast and the amazing set of Barbie Land. Barbie's playhouse was amazing! But as it went on, it became way too political and preachy and went downhill. If I did this movie, I would have made it a love story between Ken and Barbie and had them get married, making use of all the cool Barbie toys and her friends. But of course that would have been strangely politically incorrect, even though that's what most people still do these days. So it was a way cool set, amazing cast, but way too political for my taste.",5
" Women are incredible
","As someone who has been a fan of Barbie since I was a little girl, this movie was an incredible journey. The set was beautiful, the cast was great, and the soundtrack amazing. My favourite part though was its commentary on feminism and how the patriarchy effects both women and men negatively. It was achieved in a light hearted and caring way. The original hopes and dreams of Barbie's existence are brought to life, as she is a doll to inspire girls and young women to be whoever they wish. In a world which does not always cater to women's needs, this film does a great job of holding us all accountable. We now live in a post-Barbie movie era, and I'm so excited to see what the future holds.",10
" So much potential
","I wanted to see this movie since the set pictures got leaked. Once they released the trailer and the clips, it was one of the most anticipated movies of the year for me.<br><br>It started off great. It was hilarious. Margot Robbie and Ryan Gosling were amazing. Then the actual comedy stopped. Jokes fell flat. The ""Barbie world"" they set up then just ignored the toy universe they spent 20 minutes setting up to put forth terrible gags and a preachy message that made no sense. For instance, Barbie could only bend certain ways in the beginning, then she can bend her body like a normal human, then she can't again for one joke, then she can again. It was awful.<br><br>Normally, Will Ferrell is at least a little bit humorous. Even he was dry. The best part was a fake commercial halfway through it. I've wanted to get up and walk out so bad. I felt like it was also geared towards everyone in the beginning, and then adults in the last 75 minutes. It became too dramatic and preachy.<br><br>The Lego movie managed to be geared toward the family and still gave a good message in the last few minutes. That should have been the route this took.",5
" Best movie ever
","This movie is the definition of camp and fun cinema that also makes you think. I don't think I've ever laughed as much and for so long as I did when I was in the theater watching this movie. This movie is one of them where before you've even finished watching it the first time around you know you are gonna be coming back to watch it again and again. I remember watching all of the trailers and teasers and being so excited for this movie but also scared, because this could have either be the greatest movie ever or the worst movie ever. And of course it was the greatest movie ever. I highly recommend to anyone who wants to just have fun and laugh for the 2-hour run time (that flew by super quick).",10
" The Ideal Never Really Existed
","The opening scene parodying 21st Century a space oddacy was hilarious! I like it, clever. It's an idea dropped into the world which changed the society fundamentally. Babies be gone, professional dolls here we come!<br><br>I suppose it's then interesting when Barbie does encounter the real world and finds it not to have changed. It does not represent the ideals they hold in the Barbie world which they thought had spread through the world creating a new reality. No, Barbie in the real world is just one idea in a sea of ideas.<br><br>It's then fascinating to see Ken enter the real world. He finds out that Barbie is not the only idea that exists. There are others. However, instead of using this new information to find and build his own identity, he quickly discoveres the patriarchy.<br><br>Using the pariachy as a tool to surpress and subordinate women in the world which women had built for themselves. His whole life he has believed that all that matters is Barbie and Barbie's world. He therefore returns to Barbieworld to use his new found power to dominate as a form of revenge. His obsession with Barbie has not dissappeard it has manifest in a new way. He is now taking revenge on himself in a way, as he acts out behaviours which serve him superficially, but don't actually nourish his soul, his true person. He's mimicking the Behavior or Barbie, trying to make her feel the way he felt. Toxic masculinity, and domination, it's an identity born out of pain and obsession.<br><br>His story ach is the most simple to understand, he learns from Barbie that he can love himself. He can form his own identity which doesn't revolve around someone else. His identity can be one which is very personal to him and not one that exists to serve the needs of others or to impress others. He ends his obsession and idolization of Barbie and looks to love his friends, his Kens.<br><br>Barbie existing in Barbieworld finds herself to be always happy, fully in love with herself and powerful in that love for herself she creates an entire world which functions beautifully, or so she believes.<br><br>It's almost like Barbieworld is the internal personal world of an imagined player of the Barbie game. It's ordered and structured to produce good outputs. Mental stability. This sense of perfect is safe and change is not welcome. Why would Barbie ever want to change when Barbie is perfect.<br><br>However, the real world, as Barbie later finds out, is messy and complex. We watch as the feelings, insecurities, and anziety of the Mother, Gloria, are spilled onto the page and into the world of Barbie.<br><br>Barbie goes to ""weird Barbie"" who, she's is told, can cure her.<br><br>Weird Barbie is the way that she is because some child decided they didn't want to be any of the Barbies that we're in offer and so created her own character in a rather chaotic manner. Weird Barbie is created out of emotional expression and therfore has the ability to feel her negative emotions.<br><br>She offers Barbie the choice to go back to how things were before or to go on a mission to find the source of the problem. Barbie instantly chooses to revert back and not to address the problem. Barbie embodies a toxic positivity and fear of change which prevents her from accepting or noticing the problems within her reality and within the real world. Fear of change, fear of negative emotions.<br><br>In later entering the human world she encounters lots of negativity which she doesn't know how to address, it's not in her programming it's not ""what I am made for"". Eventually, we see her sit looking out to the sea and look internally. In doing this she is able to access and feel her emotions. The fear, the insecurity, the anziety. She cries, turning to the old lady on the bench next to her she tells her she is beautiful. She has learned to see her fears, feel her feelings and feel awe at the beauty of an imperfect world.<br><br>She's once again crushed by the daughter who tells her succinctly what she feels about Barbie as a tool of the patriarchy and capitalism.<br><br>Barbie feels her feelings.<br><br>Barbie had gone into the conversation with the goal of ""fixing"" the girl who'd gone rouge.<br><br>She learns here that she can't fix the problems presented by the child because she can't even begin to understand them.<br><br>Retreating back into uncertainty she willingly goes back to a figure of authority, Mattel, who say they can help get her back, home safe.<br><br>In Mattel HQ she finds out that these men have no idea what they're doing. They want to put her back in the box, as if the world has not changed and she with it. She sees at the last moment that she can't go back, there was something rotten from the beginning and she can't go back in the box, she needs to figure out how to change it.<br><br>She needs to figure out what she was made for.<br><br>This new version of her. With the new feelings. She need to find her creator.<br><br>Fortunately enough, she encounters her instantly.<br><br>Her creator is the one who, when arriving back in Barbieworld, now Kenland, can effectively fight the idea of patriarchy that has infected the minds of the women.<br><br>It's almost like Mettel are telling us that they are listening to the voices of those fighting the patriarchy and are making a commitment to change and be different in the making of this film.<br><br>Barbie gets her story ach ending when she comes to peace with her fear of death. She accepts mortality. It's again as if Mattel are telling us, the idea of Barbie is not immortal and will die. And it may have died with this generation but we're adapting and ready to change.<br><br>Barbie, the idea, the perfect Barbie. The perfect Margot Robbie ideal Barbie. The Ideal is not real. ""I was an Ideal, look so alive, turns out it's not real, what was I made for?""<br><br>The ideal must die.<br><br>It would be beautiful if they discontinued the ""original"" Barbie doll after this film.<br><br>The ideal never really exited.<br><br>It's a slightly dissatisfying ending in a way because all of the power imbalances and structural patriarchal or matriarchal in the Barbie world ideas still persist.<br><br>The fascist idiology as the daughter put it.<br><br>The world of women in power is confined to an imaginary world and men remain dominant in Mattel and in the real world.<br><br>We don't see a story arch for the society, as it never really changes. We're told in a way to accept that only incremental, tiny changes are allowed and large structural reform is pushed aside as unrealistic.",8
" What a surprise!
","Go and see it with neutrality. It is not a movie exclusively for the female audience. I have fully appreciated the way in which certain topics are addressed, such as Capitalism and Patriarchy, the stereotypes of being an attractive Woman and the problem about the toxic masculinity. At the moment it is the film that most surprised me, positively, of 2023. There's a special chemistry between Ryan Gosling and Margot Robbie, since, when they appear together in the first scene till the last one, and when you note this detail you cannot think : ""Damn, they're so gorgeous!"".<br><br>Would recommend it!!!!!!",8
" At least Ryan Gosling was there to save it
","Right of the bat I should say that I only got interested in this movie because it featured Ryan Gosling - and honestly, if it wasn't for him, the movie wouldn't even get one star from me.<br><br>The movie theater was filled with little girls, while I think this isn't really something a kid should be watching.<br><br>It wasn't inspiring at all for me, nor did it make me emotional. The point wasn't really well made, in fact it mostly ended up being corny and worn-out. I really found it hard to sit through the whole movie, especially the ending scenes, I just wanted it to finally be over. Wasn't really worth all the hype and the money spent.",2
" LIFE CHANGING MOVIE
","I think everybody should watch this movie. This movie will change someones perspective of the world. If someone hates on this movie is because they did not understand the message and meaning behind it. Margot Robbie did an excellent job portraying Barbie. Would totally rewatch this movie. This movie made me laugh, cry, and made me think about my childhood. Its such a beautiful movie. Greta Gerwig is one of the best directors of this generation. Truly the best movie released this year. She even broke box office record for female directors. LOVE BARBIE AND EVERYONE SHOULD WATCH IT!!!!!!!!!!!!!!!!",10
" Not a fan of this movie. Too cringe to me
","Now I know a lot of people especially women like Barbie a lot, but this movie was just too cringe to me. The story was weird, the acting was a bit off, not very many characters were likable and it was also very weird seeing Ryan Gosling sing a song in this movie and he's not even that very good of a singer. I don't think this movie should even be nominated for an Oscar for best picture. It's probably likely that it will be nominated for a Razzie for most cringe movie ever. The ending wasn't that great either. Sure we got to meet Barbies creator, but it still wasn't very good. 3 out of 10 for this.",3
" Hi, Barbie!
",""" Barbie "", fulfilling the expectations of our childhood dreams.<br><br>This is the first live-action Barbie movie adaptation based on Mattel's Barbie fashion doll. Margot Robbie as Barbie and Ryan Gosling as Ken, who go on a journey of self-discovery following an existential crisis.<br><br>Shimmery pink in the dream world while Barbie and her friends placed lovingly. Barbie Land features detailed replicas at a specific scale to look like life-size toy dolls. The clothes, furnitures, dream house, and background of the movie set are all designed to look like the original toy. Barbie Land's construction almost entirely uses an enchanting pink colour.<br><br>Greta Gerwig as a director neatly wraps up the complex issues faced by women in society in a fun and easily accessible way.<br><br>Barbie itself is a representation of all women's hopes and desires to be anything they want, including the right to live free from violence and discrimination, to be educated, to own property, and to vote. In Barbie Land, women rule the worlds.<br><br>Barbie's casting choices have a specific quality. Barbie's Margot Robbie and Ryan Gosling obviously looks perfect. Margot Robbie is a living doll, her face and posture are perfect to play the role of Barbie. Although, Ryan Gosling steals the whole show. Ken looks fun to hang out with.<br><br>The entire soundtrack of the Barbie movie is very meaningful and upbeat.",8
" Give it a chance - Surprisingly clever for a colourful and fun movie
","First of all, please can we all hail Ryan Gosling for the stellar performance of Beach Ken. I had reservations as he is older than I would have picked for that role but hot damn does he give it his all and it pays off. Genuinely Oscar worthy stuff. Also can we also all appreciate how good the song ""I'm Just Ken"" is!<br><br>The first half of the film is absolute Barbie magic in all of its glory. Second half wasn't quit as strong but as a 20's female that has struggled a little with deciding who/what I want to be, this hit a surprising emotional spot for me. I think behind all the glitter and silly fun, it has quite a good message. I must admit that it was cleverly done.<br><br>My only real criticism is the film appears mostly targeted at a young audience when anyone under 10 probably wouldn't grasp the plot and messaging of the movie.<br><br>For anyone not really vibing with the marketing for this movie, definitely give it a chance! It's better than expected.",8
" I laughed, I felt understood, I felt touched
","I laughed, I felt understood, I felt touched. It's so relatable as a woman and as person trying to navigate this world. It made me remind me as child and me now, as a 24 year old woman. I liked it more than I was anticipating. Great movie. The ""ask him about the Godfather"" was sending me. And the whole monologue about the contradictory expectations of womanhood, it was too relatable. Everything America Ferrera's character said, everything. The movie also touches on what it means to be a person, and the ending when Barbie decides she wants to experience what it's like to be human, it was also very touching. Also when Ken realises his idendity shouldn't revolve around Barbie. I don't give it a 10 cause I don't consider it perfect, but it's very close to it.",9
" Out of control
","I thought the plot was very out of control and did not have a way to end itself. Most scenes last 1-2 minutes too long and the ending is terrible. No resolve was ever made to the story which leaves. We have this whole movie about how both matriarchy and patriarchy are not perfect or good, but instead of leaning into that the movie ends with everything going back to how they were before. Politics aside, this movie had no clear goal in mind for the plot and it showed in a very convoluted mess. One positive is the set design and costumes were amazing. The actors were okay in this movies and flashes of comedy was shown, but most jokes are over used or just fall flat.",2
" A Hoot!
","This Barbie script, IMHO, is packed on so many levels of thought - on were we are today and how we got there. To those who trash it, I say, ""Lighten up Francis.""<br><br>Everyone plays their part uniquely and with verve. And the set alone should be considered for an Oscar. We needed this movie for the sake of sanity... too much politicking has clouded the atmosphere.<br><br>To all those who grew up with Barbie, Ken, and G. I. Joe, I hope you remember that it was a time for childlike innocence to play and have fun.<br><br>There is truth in comedy... just ask Aristophanes.<br><br>Reflect on it.<br><br>Note: The reference to Kubrick's 2001 (1968) is absolutely hysterical.",8
" not what i expected after all that hype
","First of all , the marketing of this movie was truly another level of promoting movies, while getting banned in some countries , mine decided to put it under age restriction.<br><br>So i went with the hype arround it, all pinky and sparkling to dive in barbie world as an old player i was expecting that the movie will touch a place in my but sadly it was flat and boring , not only that i still can't see a picture to be told behind it.<br><br>The actress felt flat too even the outfits they used to promote the movie were way better then the ones they used in the movie .4
but i enjoyed ryan gossling acting and at some point he was funny.",4
" What a delightful surprise!
","I was hesitant when I put it on but WOW! I never imagined it'd be as good as it is! The acting was on point, beautiful sets, and an amazing storyline &amp; plot! 👏 when I first attempted to watch it, I thought it wouldn't be worth much so I was doing other things, caught myself several times stopping to watch until I finally paused it, finished what I was doing and sat down to watch it from the beginning and I'm so glad I did. I've already recommended it to my friends. Glad I was able to take advantage of Amazon having it to purchase as I hate movie theaters. So it worked out well being as I can now watch it whenever I like. Which I'm sure will be often.",10
" Far deeper than just a a movie about a doll
","The Barbie movie was a fun movie that lacked a little bit in plot, but was overall a hilarious movie to watch. While many people out there seem to hate this movie for empowering women and taking down men, they are looking at it the wrong way, they movie gave an in depth tour into all the common stereotypes set on women and men and intensified them to show their true meanings and how people can become affected by them, all while keeping the Barbie theme at the heart of the plot. It addressed and took down many of the common stereotypes and truly exposed the reality of society for what it really is, a patriarchy, which isn't necessarily a bad thing however the movie is sure to make clear that women should and can have a more equal presence in ""powerful"" positions in society.",9
" Unique and everything you want it to be.
","The movie is amazing, Margot Robbie gives an amazing performance and the ending is unique and has somewhat of a Truman show vibe for me , Ryan Gosling is amazing as Ken and overall the cast is phenomenal in their roles. However, I feel like the plot is at some places a little bit weak and it feels as though this film sets out on a crusade to educate you on the injustices in the real world and does mainly focus on feminism and issues surrounding that topic but it does also cover topics that aren't specific to feminism. Overall, I do not mind the role of feminism in this story and the mother daughter relationship as well as the whole female focused parts of this movie because it is simply amazing and at the end of the day we have to consider this is a movie about Barbie so all those topics are perfectly acceptable in this movie. For example, if this was a movie about some traditionally boyhood toy you would expect it to embrace that in its narrative. In conclusion, I feel as though this deserves a much higher rating then 7.8 for me personally at least a 8.5 or higher therefore I have decided to put 10/10 so the average is higher and the movie is rated properly.",10
" Lots of marketing and little content
","Anyone who says the movie is good is undoubtedly a Barbie fan; It is a film with a poor script, filled with a lot of padding, sometimes somewhat absurd, but which is necessary to be able to meet the duration of the film and nothing more. The social representation of the main characters is disappointing, belittling both the female and male gender on many occasions and with a slightly distorted conceptualization of common thinking. In relation to the characters, one or the other rescues the development of the film due to its trajectory on the big screen, but nothing exceptional. This is without a doubt a film that I would not see again on any given Sunday while I rest; Even if I'm being honest, it's on my list of the worst movies I've seen in my last 15 years, but be the witness yourself. In short, I can say that it is a film with great marketing management, whose work team deserves a big applause.",2
" Good way of rewriting and reimagining iconic characters
","The movie is entertaining, funny and it does touches on more serious topics, there is times that it feels that those topics are too on the face and can ruin the passing but is rarely noticeable.<br><br>The way that the characters evolution is natural and interesting and I can sympathise with a lot of the characters.<br><br>Is a fun movie and making a Barbie movie a pg13 is a really risky but innovative way of representing this iconic character
Is also really important to notice that the movie because of its nature is going to cause a lot of polarisation and hate, I think that the movie could have been more subtle on delivering the ideology but I understand why they didn't do it.",8
" Not great world building, therefore confusing message
","The movie did some real weird worldbuilding where none of the rules were consistent. I had to keep reminding myself that barbieland was made by men, therefore barbieland is not an exact opposite of the real world - it's a rendering of what ""men"" think female utopia is. But it wasn't a direct opposite of real world either. I doubt many viewers will actually be able to internalize that as part of the lore.<br><br>The parallel between realworld and barbieland just didn't make sense therefore it felt like a plot fail. If barbies are all important unlike women in the real world, where does Ken swooning over Barbie land on on that real world spectrum?<br><br>Im just going to say, the fact that Barbie has 0 complex feelings until the lady from the real world played with her, but Ken was aware of being unhappy WHILE being not a person but an accessory to Barbie is the kind of double crossing i didn't expect. I was confused about which point it tried proving.<br><br>Ryan Gosling has a real chance to become an icon for incels after this performance. He gets rejected, creates an ultramasculine society, and at the end Barbie apologises to him and he rebrands? He was a villain and did not get a redemption arc. He shouldn't even be sentient in this universe as much as he is. I expected Barbie to be honest with him and say she just doesn't love him, or that she wasn't made to have those feelings to him because Matell did not give her those feelings. Instead she apologises for not giving him more attention?<br><br>Anyways, it wasn't feminist enough for me. It felt like it avoided some major issues of real life (like the phrase ""we just learned how to hide it better"" that did not get addressed whatsoever). Like, the Barbies now know that women don't have it as great as them in the real world? How does that solve anything?<br><br>Maybe i am just reading too deep into a movie with flawed worldbuilding, made for people who don't generally see the gender bias around them?<br><br>4 for some funny jokes, but it could be funnier.",4
" So much fun!!
","This is such a unique film! It was so much fun, and had its sweet moments as well! All the choreography was excellently done. The costumes were amazing! I also loved the take Greta had on barbie, and some real problems women and men face. I truly feel like this was such a special movie- and it does not feel like anything I have ever seen before. It was also very funny! (And that's coming from someone who does not like comedy's) I was giggling all the way through the movie. So sad that this gets so much hate, I just feel like it's such a fun movie that everyone should see. So much fun!! Greta Gerwig has done it again!",10
" Fun filled and pink!
","A pink lovers dream really,<br><br>I sat down at this film with nothing but open mindedness and a slight sense of uncomfortableness as being one of the few men in seated at the showing.<br><br>However leaving this film I was filled with a great sense of joy, a near two hour course of fun, laughter and adult themes to make this a great film. Could a child watch this for the sake of it purely being Barbie? Yes. Could an adult enjoy this and understand the true meanings of the film? Yes!<br><br>Without giving any spoilers away Greta Gerwig delivers a fun filled adventure with mature enough themes to open the eyes of many film goers to see what is really out there happening in todays world and this a pure reflection of that formatted in a way that all can enjoy.<br><br>A seemingly fully invested enable cast bring the life and soul to this film, Gosling seemingly carrying this film on his back and Margot's performance was also good enough.<br><br>The cinematography and stage design for this was exactly how you would imagine and provide a great backdrop to this film, The musical numbers and art style were in complete sync boosting the film to wild heights.<br><br>Some tough, touching and some frankly weird scenes (The very end) left me feeling great overall and its certainly a film I would see again and one I would recommend.",8
