title,body,rating
" The Childish Evolution of DC Movies Hindering Enjoyment
","Just watched ""Blue Beetle"" and I'm a bit disappointed, honestly. I'd rate it 4 out of 10 stars. The movie's childish tone didn't sit well with me - it felt like it was trying too hard to be funny. Humor can work, but here, it was overdone and even diluted the story's impact.<br><br>The inconsistent tone was frustrating too. It couldn't decide if it wanted to be a fun adventure or a serious exploration. This made emotional moments feel out of place. The visual effects were cool, especially the action scenes, but they couldn't save the film.<br><br>Character development was lacking. Blue Beetle's transformation felt rushed, leaving me wanting more depth. Overall, ""Blue Beetle"" missed the mark. It had potential, but the excessive humor and lack of focus held it back.",4
" A Very Fun & Sad Superhero Movie
","This movie able to show the strong bond within a family that had to have. Other than that, this movie brought happiness and sadness throughout the movie. I really did enjoy the movie production and the whole storyline of a new superhero arise in DC.<br><br>Aside the storyline, the character development also were very fascinating too by showing everyone able to get through everything by solving together. Excellent choice of selecting these Actor &amp; Actress in portraying their character perfectly.<br><br>I also would like to mention about this movie CGI animation also very satisfying and cool as well as the sound effect. Overall, Blue Beetle is a must-see movie in this Year 2023.",10
" A DC movie that gives marvel a run for its money
","Definitely one of the funniest and better superhero movies I've seen in a while. Having 0 knowledge of blue beetle prior to this movie, it really holds its own and does a credit to the DC universe. I laughed more than I thought I would, and cried more than I thought I would. The acting is solid, the cgi doesn't suck, the dialogue is great, and the plot isn't too stupidly complex and convoluted that you stop caring cause of so many side plots.<br><br>It's also just great to see representation and diversify in a superhero movie.<br><br>Overall, this movie is tops and is a long overdue dc movie that finally gives marvel some much needed competition.",8
" Dios bendiga a Xolo y a Ángel
","I wish I could give this movie endless stars, it deserves so much more. It took my breath away how absolutely stunning, well made and overall charismatic and enjoyable it was. I cried from grief and excitement and joy and everything I am wholeheartedly in love with it.<br><br>The amount of passion and dedication behind it was astonishing and so very noticeable. It moved everyone in my theater, causing all of us to laugh, clap and cheer. I'm no profesional critic but Puerto Rico 100% loved this movie. &lt;3.<br><br>I'm running out of things to say because I'm not good with words but I'm still buzzing with joy after coming out of the theater, and I hope everyone that watches it or is planning on doing so enjoys it as much as I did.",10
" WOWWWWW!!!! What a PLEASANT SURPRISE for a classic comic character from the Golden Age of Comics!!!
",I will keep it short and simple! This movie is up there with some of the best Comic movies EVER!!! Great story. Great Cast. Great Visuals Lots of laughs. . And lots of heart pounding emotion. Family oriented and friendly. But best of all... Great Action and an absolute Awesome start to the DCU!!! Will go see again ASAP!!! I will most definitely watch a sequel to this... Any negative reviews for this movie can only be borderline hate. This heroic character has been around since the late 1930's and this is the 3rd incarnation of the Blue Beetle played by Jaime Reyes! Love the lead actor is equally awesome and amazing of the hit show Cobra Kai! The whole cast is also Amazing!!! George Lopez is awesome and funny as usual! And kudos to Nana!!!,10
" THE FAST FURIOUS ain't got nuthin' on this family! 💙
","BLUE BEETLE takes the values of Hispanic culture to change the traditional tropes of comic books having no hidden origin story from family - they not only witness the transformation, but become an essential part of the fight for justice.<br><br>Drawing parallels to Neill Blomkamp's ELYSIUM, both films feature wealthy whites hoarding resources from marginalized people, mainly Hispanics, who revolt for their basic right to live. Susan Sarandon's stone cold sentiments for mankind mirror Jody Foster's presidential performance, both power hungry fatales controlling their right hand men with physical &amp; mental manipulation much to their mistake. BLUE BEETLE focuses on finding fortitude in family to fight and face whatever may come together as a unified unit. Unlike superheroes bound to secrecy, there is no hiding of identities in this household - Jaime Reyes' situation is a family affair. Every member's performance is heartfelt &amp; each bring their own individuality to the table, including a spry grandmother with a revolutionary past adding another aspect to the cultural complexity of their people's ongoing historical struggle.<br><br>Charged with rage against their cultural injustice, Blue Beetle must be reminded of mercy by his Iron Man - like suit to show empathy when he's torn between revenge &amp; humanity, reflected visually by his helmet halfway ripped revealing a tormented boy halved emotionally by the choice that will determine the kind of man he will become if consumed by misdirected hatred. Unlike Tony Stark though, there is no privilege to come to the rescue here.<br><br>Commonality can be found in the corporate exploitation of international communities, an evil greed using humans as exported commodities. Siphoning strength from suffering channels generational resilience that builds unbreakable walls against the mightiest foes. By embracing the values &amp; traditions of Hispanic heritage within its themes, including a surprisingly surreal sequence homaging a B&amp;W Mexican movie referenced earlier on their TV, the film embeds layers of cultural significance into the script.<br><br>Just as the scarab becomes a part of the Reyes family, our identities are an inseparable part of us for life.<br><br>Plus - there's a Mortal Kombat, ""get over here,"" Scorpion reference, hah!",7
" Is 'D' in DC comics is for disaster
","Facing difficulty while writing a review for this movie, their is so much wring in the movie unable to make a decision feom where to start.<br><br>Was really looking forward foe this movie, hoping that it will make us forget the past mistakes and blunders and fans were pinning their hopes on this.<br><br>The script was below par, the movie was a stereotypical formula or formulas put together in a hurry just for the sake of it. All the predictable, already used clichés were used even the end credit scene was predictable (tron-ish).<br><br>The villain never did anything wrong, was trying to make the world a safe place, giving safe enviro -nment and opportunities fer growth to poor Guatemalan kids, rather than giving the power to end the world a 22 year old recent college graduate whom you just met and know qs a cleaning boy.??? Seriously!! This is all you can come up with
Only light in this ""Dark Night"", pun intended, is the special effects, they have done a really good and deserve the praise.<br><br>The jokes all went side ways and the characters were not serious enough to potray the emotions required for example : when the father died, every one went on to crack jokes immediately.<br><br>In short if these (Shazam inculded) type of movies are to be made then i would suggest WB executives should attned a workshop on movie making or something.",5
" It's a fun movie!
","The dialogue or backstory isn't the strongest but it's a great movie to watch with your children. For adults? Maybe not. It doesn't really dive into the mental of the characters like Marvel films do. I feel like they wanted to take it in that direction with the story (like when the showed the scene of the villain's childhood) but was moreso in favor of keeping it PG for the younger viewers. But to be honest, seeing the glimpse of the villain's backstory was probably the strongest scene in the movie. I definitely would've given this another star or two though had they not censored Xolo Maridueña's nude scenes.",7
" Amazing
","Blue Beetle is a cinematic gem that masterfully represents the vibrant tapestry of Latin America while maintaining the timeless elements of a superhero film. The movie immerses viewers in the richness of the region, beautifully capturing its landscapes, culture, and values. The quality of the ensemble cast is evident in each performance, lending depth and authenticity to the characters.<br><br>What truly sets this film apart is its skillful incorporation of humor, which strikes a perfect balance between light-heartedness and the serious superhero narrative. This touch of levity doesn't detract from the film's emotional depth but rather enhances its relatability and entertainment value.<br><br>As a superhero film, Blue Beetle doesn't shy away from the classic elements that fans love. The exhilarating action sequences, breathtaking visuals, and a compelling origin story contribute to the film's overall appeal. It pays homage to the genre's traditions while infusing it with fresh perspectives and cultural significance.<br><br>Beyond its engaging plot, the movie impressively navigates the complexities of Latin American identity, celebrating its diversity and history. From the bustling streets to the heart of the Amazon rainforest, every setting feels authentic and resonates with the essence of the region.",10
" Good fun superhero movie. Dont mind the reviews from dc haters.
",I see people saying yet another non original superhero movie. And lame humot and more .But then again what can be done now that hasnt been done yet? I have a feeling a lot of people pull the movie down because its from dc and not marvel. I've seen marvel movies worse then this dc movie.<br><br>Its a fun entertaining and action packed superhero movie and i enjoyed watching it. You should give it a chance and ignore the negative comments of marvel fanboys trying to pull dc down. By the way im a big fan of marvel and dc im not the fan picking sides im the fan loving both of the franchises. Enough said.,7
" You people hating on this movie are idiots!
","I cannot believe this movie is only averaging a 6 right now. It is awesome! The fight scenes are incredible, reminiscent of Fast and Furious movies and Iron Man. The family drew me in emotionally, as I have lost loved ones the last couple years. It is perfect. The best first superhero movie I've seen since the first Guardians of the Galaxy! James Gunn knows exactly what he is doing. I believe he can turn things around at DC going forward. I cannot wait for the sequel and any other projects he gets behind. People need to stop being so dang picky! They just aren't satisfied. Superhero movies can still be great and this one is!",9
" A great start to the DCU! Fun hero with actually funny and relatable humo
","I just got home from watching the Blue Beetle movie and what a movie! It had lots of fun action that really made me care about this hero and wanting to see another installment or atleast more of the Blue Beetle. Xolo does such a great job as portraying the character and the rest of the supporting cast fill their roles greatly. I give this movie easily an 8.5 out of ten and while it isnt a crazy masterpiece it is very much enjoyable with an interesting plot. I do have to say there were lots of funny jokes that I enjoyed but lots of cringe moments that made me wonder why they were left in the film. Lots of the jokes were understood and relatable and I genuinely laughed at them but sometimes I felt like they did a little bit too much and they could have stopped. I love a super hero when hes supported by his family like the next fan does but in this movie we see they take it a little too far and things get ""silly"" and exaggerated. I would say the only person I would choose to recast would be Jaime's sister because it feels like she's too ""Disney channel"" and her acting isn't necessarily bad but it makes the movie feel a little too silly. Sometimes I wonder when they do test screenings if they genuinely understand the corny and cringe parts or if they realize them and choose to let it slide. In one line the mom says in Spanish ""go kick their asses"" as the camera pans in their face. Its just a very corny and cringe phrase and scene and it totally takes me out of the superhero movie vibe I want to feel. We are left with one real post credit scene and the ""second"" is very disappointing and not worth staying for because it doesn't have any type of relevance to DC films. I very much enjoyed this installment of Blue Beetle b y DC and I can't wait for more.",8
" A Fun, Feel Good Superhero Movie
","Blue Beetle was the first superhero movie in over a decade that made me feel something. Marvel and DC have been pushing out wild cash grabs for so long that this film was a bright refresher.<br><br>The cast made me feel their performance, I was able to immerse myself. The vfx and practical effects all felt seamless and left nothing to be desired.<br><br>The blatant racism was funny yet realistic. I will say that the BBEG was very one dimensional and felt flat but they were able to make her very easy to hate.<br><br>All in all it's not perfect but definitely worth the ride and paying to see in theaters. I laughed, I cried, and I yelled at the screen. I would pay time and time again to watch Jaime fight for his family.",10
" Dominic Toretto Has Nothing On This Family
","This kickoff to the all new DCU is beautiful. The bond the Reyes family has feels so real and like nothing could break it apart. The chemistry between all the actors is some of the best ever seen in a superhero movie. While the first act of the film does feel a bit slow, by the end of act two you will realize how crucial the pace is to the story. Even though this film does an excellent job of being a standalone entry in this new universe, the little references to other DC properties are done well and by no means feel like they are beating a dead horse. The music throughout has a 80's feel that reminds you of the height of popularity for Ted Kord's Blue Beetle. What stands out the most in this film is the emotion. Everything feels real instead of the usual forced emotion we've been made used to over the last ten years. I'd be lying if I said I didn't tear up. Well done DC, you've pulled me back in. You will laugh. You will cry. More than anything though, you will want more of the Reyes family the minute the credits role.",10
" You'll not feel blue after watching this fun flick!
","Just out of it. The whole family really enjoyed it. Heart, humour &amp; good action 👍 The talented Xolo Mariduena impressed in the title role. There were nice background nods to the wider DC world but nothing obtrusive. Nana &amp; Uncle Rudy are great! Indeed, the whole Reyes family bring so much to the film. Yes, some of it is very derivative of other comic-book movies, and Susan Sarandon, as Victoria Kord, is not given much to do as the bland villain but, it's a fun a 2 hours in the cinema without the need to have watched a dozen interconnected movies to know what's going on. Bring on the sequel! #blubeetle.",8
" Average
","The mid-credits scene can be skipped if you didn't like the movie.<br><br>Too much family stuff, not enough scarab personality, villain motivation, or plot development. I was hoping for more conflict or repartee between Jaime and the scarab, like in other media.<br><br>People just know information or powers without learning, so it feels unearned. There are many moments of, ""Oh that's a convenient movie trope."" Okay soundtrack and fight scenes.<br><br>If you have good relationship with your family, you might connect with the movie and have a good time. If you don't, you will probably find some characters annoying.",5
" Ok I gotta keep it honest DC
","I was very exited since the moment I found out this movie was on yeh making! Huge fan from the comics ! But I don't understand why always DC have to some type way alter original history? Yes great humor ! Family! Love ! Unity! Yes even blue beetle was great! The actor did amazing! Nothing against him! But we talking about in the movie he's 22? In the comics it's between 16-18? So why making this type of way! I don't like to compared marvel stuffs but I though I was getting some type of homecoming vibes from spider man. But no they went into adult blue beetle , pushing romance and cheesy. There were a lot action! Yes and I bet the director did try he's best! As well as yeh actor ! I am Latino myself and I felt very represented on the movie but I felt the push it too much. James Gunn you are making anew DC legacy I get it , and yes sometimes there will be changes between books and movies I get it but it was this really necessary? You give us a typical young adult graduate looking for a job. Then becoming the awesome blue Beatle , you give us a beautiful girl completely new to the history! No even the one that he really like on the comics. All the movie is about him having a crush trying to be for her trying to be for his family and that's all. Far away from the comics and the origin, I was very hyped. But I gotta be honest I enjoy it the 2 hours but definitely won't be watching it again unless maybe for free in the future. If you are big fan GO watch it enjoy it you'll have a good time but don't expect too much , it's not hate towards the movie or the characters or actors I'm just feeling sorry about the fact we could have make something beautiful the right way. I feel you guys didn't give us the real blue beetle instead and Hero from hialeah Miami I'm sorry. It's the true. Why why to rush a relationship in a movie when you trying to build a character ? Don't get it here. Lol.",7
" This movie Great movie should have been released before all the recent DCEU flops
","It's really a shame that this movie may not be a box office success. It's also a big shame that this movie has to follow up one of DC's worst entries as The Flash. But, for what it's worth, this movie is actually worth your money and your time because it is very action packed, emotional, family-oriented and very interesting. I like the grounded approach they went with blue beetle and I believe that one of the main reasons why this movie is actually good is because of the lack of cameos from other characters making this movie feel like it's actually about Blue Beetle. This movie isn't perfect but it's the best DC entry since The Batman.",10
" Boring, cartoonish, predictable, and cliche
","Blue Beetle is a step back in twenty years of super hero movies. The formula should be pretty common by now but BB is just plain average. I really wanted to like this movie but the usual tropes and forced humor bring it down. One of the biggest problems is there is no real conflict, the beetle chooses the hero and the rest of the movie is just a chain reaction of irremediable consequences. A cartoon villain is established in the first scene and some world-conquering motive is thrown in the middle just to have you say ""look, here's the very bad guy!"". A wasted opportunity all around.<br><br>One saving aspect is the Hispanic family theme is taken very boldly. There are no token mixed-race couple for the sake of appearances here. The hero's family really shines. The movie really goes all out showing the roots of the character which is not common. Sadly, the movie is boring and not worth your time.",6
" Amazing!
","As a Spanish viewer, I loved it! The actors, the acting, the animations, the songs! Everything in this movie is worth watching! I could relate to every aspect of the movie, family wise, is so funny and so on point! Marimar, el Chapulin, the name calling! I actually have a brother who my sisters, out of love, call Cabezón! 😂🤣 The fact that there's no grotesque nudity and no inappropriate scenes made me realize I can bring my young children to watch it and I don't mind watching it again! If your children are too young, have them watch a bit of spanish novela Marimar and el Chapulin Colorado so they can understand what they mean in the movie. I have no regrets and will definitely pay to watch this again in the theater. The Movie is a great foundation to what I hope are future sequels.",10
" A movie featuring the superhero's family
","Blue Beetle takes the familiar super hero origin story and adds a fun twist. The hero's family is present as the first transformation takes place and helps him as he figures out what's next. I also enjoyed the perspective of first and second generation immigrants trying to make a new and better life and doing that together. The movie had a bit of melodrama and I think it might have been a nod to telenovellas, which were mentioned by the family. It definitely had some corny moments but they were charming. I thoroughly enjoyed the movie and hope we see more of Jaime Reyes and his family. The tag at the end of the movie promises some more fun to come.",8
" Best DC movie in a long time
","Had no expectations of the film, didn't watch any trailers for it. Only reason I watched the movie was because of Xolo and liking him from Cobra Kai. Superhero films have been a bit disappointing lately, especially DC films. So was surprised I really enjoyed this. Loved the family dynamics, made me laugh, made me almost cry, loved the action scenes and the family involvement was great, not the usual hiding super powers from loved ones storyline that we almost always get in superhero films.<br><br>Feel this movie was really let down by the advertising, alot more should have been done. It deserves a sequel but DC fans are letting the side down by not going to watch it.",8
" Great film
","I thought omg bluebeetle good grief no way. But it turned out to be a really cool movie. Great fun tech ideas, FX fast and fun. Story line was something I could get behind. There were a couple of sad parts, but there always is. I cant believe how much I loved this film, it was fast paced which I love, it got to the story fairy quickly, I hate slow beginnings. It was a family film, with a family involved through out the movie. I love the family being a part of this story line, with a bad ass grandma and uncle. I love the humour put into most of the scenes without spoiling the overall film. All in all really enjoyable, fun, with tech, bad guys, and at the base family values and a lot of love xxx.",10
" Stop processing grief like it was nothing
","I had bad expectations. It was a good surprise for the first half of the movie. Not extraordinary in any way, but quite enjoyable. Then the writers made a bad choice for the tone of the movie by creating a drama in the middle of the movie (which was totally not necessary) , and then make all the characters just have real fun while using cool tools and killing bad guys like nothing happened. The movie lost me at that point. There is even a scene where the grandma have a big smile while the others are trying to act a bit like they still feel at least a bit what happened. God, this is so stupid. No real emotions, and the characters that were quite relatable weren't anymore. I think the writers do not understand that while people usually need fun to engage in a movie these days, it's not actually bad to had true emotions at some point when the viewer is engaged with the characters. But no, let's just have fun the entire time, regardless of having to confront grief. You can laugh while living such grief, and even just after, but you can't just ignore it and just make fun all the time, just by saying ""it's not the time to cry"". If you want to keep that tone for the entire show, don't create such drama in the middle of it, or process it correctly. Guardians of the galaxy got it right, this movie didn't. I bet that the same movie, just avoiding the drama, would have had 7+ on average reviews instead of 6+. There is a lot more to say, indeed, but that was the main concern on my part. Stop writing on stuff you never actually experienced, or at least do solid research on it.",4
" Its a very good film about mexican superhero
","I saw this film in Cinesa Madrid Spain and I like too much the movie, but not very much hahaha.<br><br>It's began with the story about a kid without superpowers.<br><br>Magical a radioactive bittle catch him and it give him superpowers.<br><br>The film is very entertaining and funny.<br><br>It's a DC movie and I think that the movie it's okay.<br><br>You expect to receive what you pay for.<br><br>In conclusion I recommend you see this film because it has a very good special effects and yes okay too much CGI but it's okay.<br><br>I really hope that this film has a second part because I would go back to the cinema to see the second part.",6
" Writers need a self check
","In 2002, Spider Man (Tobey Maguire) was bit by a spider and we had Spider Man series, few years later the same character supposed in a multiverse is Andrew Garfield and now the same played by Tom Holland.<br><br>So I am here asking a genuine question to the writers, where is your imagination, why cant we have something new.<br><br>20yrs old story of being bit by a spider is now being bit by a beetle! Are you Joking. I mean who reviews the story and decides that it should be a movie? Do you want us to keep watching and parsing the same thing?<br><br>This is year 2070, whats new, a guy being bit by a cockroach.<br><br>I AM NOT HAVING IT.",4
" A Dynamic Fusion of Action, Humor, and Cultural Richness
","""Blue Beetle: A Dynamic Fusion of Action, Humor, and Cultural Richness""<br><br>""Blue Beetle"" from DC Comics takes audiences on an electrifying ride filled with action-packed sequences, laugh-out-loud humor, nods to the comic universe, and a celebration of Latin culture against the vibrant backdrop of Puerto Rico.<br><br>Jaime Reyes, the titular Blue Beetle, comes to life with a perfect blend of charisma and wit, injecting the film with a dose of relatable charm. The comedic elements are skillfully integrated, creating hilarious moments that are sure to leave the audience in stitches.<br><br>Diehard fans of the comics will appreciate the well-placed references that pay homage to the source material. These nods add depth and a sense of nostalgia to the film, inviting both newcomers and loyal fans to revel in the superhero lore.<br><br>What truly sets ""Blue Beetle"" apart is its seamless integration of Latin culture. From the pulsating beats of reggaeton to the colorful festivities capturing the essence of Puerto Rico's heritage, the film creates a vivid cultural tapestry that immerses viewers in the Latin experience. These cultural references are not just background, but integral components that add authenticity and depth to the story.<br><br>The film's visual storytelling shines through its breathtaking shots of Puerto Rico. Scenes that unfold against the backdrop of the island's stunning landscapes, from lush rainforests to the turquoise waters of its beaches, showcase the natural beauty while enhancing the overall cinematic experience.<br><br>In summation, ""Blue Beetle"" is a dynamic concoction of action, humor, comic lore, and Latin culture. With a charismatic protagonist, hilarious moments, nods to the comic's legacy, and a celebration of Puerto Rican heritage, the film brings a fresh and engaging perspective to the superhero genre. Get ready for a thrilling adventure that resonates with both the heart and the funny bone, all while exploring the rich tapestry of Latin culture.",9
" An amazing film the right wing is hating. Hard.
","I loved it! One of the best movies I have ever seen! The story is great, although if you don't think about it in terms of villains and superheroes. It is funny, it is exaggerated, it is amusing, it is interesting. Unlike many other movies of the genre. I gave it a straight 10. Why do you hate it so much? Because Mexicans have it hard in the States? And you blame THEM about it?! Jesus, guys! LIfe sucks enough as it is, do w have to hate good movies because of politics? ""10 year olds yadayada""?! I am a Croatian living in Austria - pretty much the same thing, so I get it. It is time you start getting it too!",10
" Deserves a 7.5
","Really great movie. My kids loved it. My wife and I loved it (and we hates superhero movies). I was disappointed to see George Lopez in the movie, with his history of stealing jokes...but everyone deserves a second chance, and he nailed it.<br><br>I won't post any spoilers, but I will say give it a shot. I'd bet your family will enjoy it too! Lots of great jokes, non-cheesy CGI, and solid acting from a younger crowd. It was a fun film that my entire family enjoyed. I'm glad we bought it, because it immediately became a family favorite. And props to Target for having a solid selection of Blue Beetle merch, ready for purchase!",10
" Very fun superhero movie
","Expected a regular origin movie but the fights, visual effects, family storyline really made it a fun movie with some substance that didn't feel pointless. The character faced real loss but also gained purpose. The demographic representation wasn't done in a cheesy or offensive manner which is a big plus. Overall a really fun watch with funny moments, awesome visual effects and fights. This movie doesn't try to take itself like a serious drama to make it cringe worthy but it also doesn't go all the way senseless comedy to make it not have any substance. Great cast, decent plot, awesome visually, it's like a DC cartoon was made live action. Definitely recommend for a fun watch.",8
" Amazing
","The movie is really good. It.is really engaging and fun. Even if you're not watching it at the movies/theater it feels like it. I feel like the actors are perfect for their roles and are good at playing them. If you expected something else of course you'd say that the movie was not what it should have been or how it should have been but personally I feel like it's just right, like every line fits the whole blue Beetle style. Although you may prefer to see the Ted version of the blue Beetle which we may see as teased in the post-credits scene where he sends a message to his computer. Expecting a sequel.",10
" Solid super hero concept & story, but not enough
",This movie could've been a lot better I'm sure we all can agree. I wish they would've kept the main character as a passionate and serious individual rather than giving him goofy and awkward traits that mirror Shazam. Giving the fact that the character comes from a indigent family and was willing to go to college to get his family out of their struggle only seems right to avoid the funny business.<br><br>They also teased the action for the main character the entire movie all the way until the end. It was exhausting! Like we came here to watch Blue Beetle and see what he's about instead watched him not fight to his full capacity because he's too much of a panzee to hurt anyone 90% of the movie.<br><br>Overall I love the character concept and I hope they do better show casting his abilities to their fullest in the next movie!,6
" It's really good ,music?
","The movie was good I guess I really love music I was
Waiting for a soundtrack . Overall the movies was good. It has Mexican cultural is good .just need more action overall good more music .<br><br>The movie is great for family to see it together and to have fun together,
some characters could do better for the next movie for characters development but everything good.<br><br>Overall the movie is amazing I like the superhero style and it was amazing I feel like there should more Mexican
Superhero's.<br><br>Also dc and marvel should join and blue bettle should fight with other heroes in other movies and yeah !!!!",7
" Just Great!
","From the moment ""Blue Beetle"" began, I was instantly captivated. The film seamlessly blends heartwarming moments with exhilarating fun, making it an absolute joy to watch from start to finish. The characters are brilliantly crafted, each bringing their own unique charm to the screen. The storyline is both engaging and touching, with moments that had me laughing out loud and others that tugged at my heartstrings.<br><br>The cinematography is top-notch, with breathtaking visuals that transport you directly into the world of ""Blue Beetle"". The soundtrack complements the film perfectly, enhancing the overall experience.<br><br>In a world filled with so many movies, ""Blue Beetle"" stands out as a shining beacon of what cinema should be - a delightful escape that leaves you feeling uplifted and entertained. I wholeheartedly give this film a well-deserved 10 stars. If you're looking for a movie that's both loving and fun, look no further. ""Blue Beetle"" is a must-watch!",10
" Faithful to DC's Legacy
","As a DC fan from the 90's, I can say this movie was a pleasant surprise.<br><br>More than any other comics publisher, DC Comics is characterized by its heroes' lineages and legacies. For instance, Jaime Reyes is the third DC hero to carry the name Blue Beetle. It is not necessary to be familiar with the hero's previous incarnations to understand or even enjoy the movie, but it is a delight to see how much the movie is respectful to them, specially Ted Kord, his immediate predecessor and the hero I used to read in the 90's. Additionally, it is a treat to spot references to Batman, to Gotham, and the other heroes, as if it the movie truly exists within a cohesive DC Universe.<br><br>If I were to pinpoint a weak spot, it would have to be the villains. Many have commented that they could have been better, and I couldn't agree more.<br><br>That being said, the movie is packed with humor. Most of the jokes had me laughing, while a few made me cringe.<br><br>Approach the movie expecting a hero movie with slapstick moments and you will be pleased as I was. Check out the trailer to understand the movie's tone.<br><br>I wouldn't go so far to say this is the one of the greatest movies ever made, but it was certainly good enough. I walked out of the cinema feeling lighthearted and yearning for more.<br><br>P. S.: It is worth noting that I'm Brazilian and it brought me some joy to see that both the co-star actress and her character are from Brazil.",8
" Best movie I've watched this year (my opinion)
","SPOILERS !!! This movie was AMAZING I loved it so so so so much the costume was amazing, the jokes were so funny and I understood EVERYTHING which made it funnier I don't know how anyone could rate this a 5?! For me it was a 10!!! It was funny but also very sad I loved how towards the end he combined both of the weapons to make a sword and the reference of cloud from final fantasy also loved how they put Selena Quintanilla bidi bidi bombom and la chona this movie was amazing I loved everything about this movie 10/10 will watch it again and again and AGAIN ( whoever rated it a 1-6 y'all probably don't like us Hispanics or just didn't get the jokes and just didn't watch it until the end tbh😭)",10
" A really good movie don't listen to other reviews.
","Even though other reviews are calling this movie bad and generic, I thought that it was a great dc movie and it definitely doesn't deserve the reviews it is receiving. The story was pretty good even though it was quite similar to the first antman movie from 2015. The film had some very funny moments and kept me entertained for the entire 2 hours and 7 minutes.<br><br>Xolo mariduena's acting was really good and it was great to see the cobra Kai actor getting his big screen debut as blue beetle.<br><br>The movie is doing very well for being released mid strike 6 weeks ago and hopefully it does better since the strike is now ending.",7
" Too much esentiments...too less action and story
",Being a DC fan.... When i saw the trailer of this movie i thought this might be the one where DC will make a strong comeback with this movie...it actually looked good and funny....but when i actually watched this movie it was exactly opposite to that....the movie is outright boring and unimaginitive...felt like watching a 90s movie<br><br>Story wise the movie is induced with lot of sentiments and somewhere i felt like watching a family drama rather than a superhero movie...all the action is left for the last thirty minutes...<br><br>Those thirty minutes are also filled with unnecessary family sentiments...nothing different to a n old spy kids movie where whole family is talented ..uncle is a genius and wknows everything including flying a plane to inventing a jammer....no backstory to any character....poor character development....and a granny who can shoot a machine gun...seriously DC should come up with something really better to overcome these crappy movies.,4
" My review
",As a Latino myself I loved the family aspect to it. It felt so real and it was so grounded Anguel Manuel Soto absolutely knocked it out of the park. Xolo is blue beetle he brought his A game. As a comic book nerd I loved everything about this film it's a once in a lifetime film and the Easter eggs and references all around it please a fan. The cinematography in this film truly makes it feel like a comic book film. And even if you weren't a fan of the hero genre you can watch this without knowing the lore of blue beetle and come in and see the chemistry between all the characters it is a real treat.,10
" A really great sentimental family to watch with the family
",I was smiling from the start and there was moments where I got emotional . The movie is relatable to POC. The importance of family is represented and honestly there was so many cute moments shared. It shows with your loved ones by your side any hurdle is possible to overcome. The movie start to finish was mind blowing . A lot of thought was put into it . I didn't know what to expect but I was pleasantly surprised. It had a lot of great lessons to learn from it. I would highly recommend. There is an end credits scene so you should wait for that. I would defo watch it again. I didn't realise how much I needed this until now.,10
" 10 out 10
","Came in the theater with high expectations and was NOT DISAPPOINTED!!!! Watching Cobrai Kai and seeing his determination and dedication to his role and the way he portrayed his character and seeing him act as Blue Beetle a new environment for him. But he did better than I ever was hoping!!! XOLO MARIDUENA IS THE GOAT... THE GOAT.... Go see it for yourself. STRIKE FIRST STRIKE HARD NO MERCY👊🏻 Absolutely insane can't believe how good and amazing this movie was, the family love in this movie and the Hispanic culture is incredible. If you see this movie you will NOT BE DISAPPOINTED. GO XOLO MARIDUENA!!!",10
" Worth watching
",This is a major win for DC and WB. I did not go to the cinema hall with big expectations given the way things have been with other recent superhero movies but Blue Beetle stood out from the rest and delivered a delightful experience which i haven't felt since the first wonder woman movie. The action scenes packed a punch and comedy was just the right amount and did not feel forced. The movie doesn't focus on continuity to wider DC universe (except a few name drops) which feels like a breath of fresh air and makes it easy for non-comic book audience to keep up. Overall it's a good movie and worth watching.,7
" Loved it, Loved Xolo, I need to watch Cobra Kai.
","This movie was so good, I cried, I laughed and fell in love. I hardly watch DC but this, this was a powerful movie on many different levels. I think the acting was quite good, the representation of the Mexican community is everything and the portrayal of love and togetherness through Jaime Reyes' family is so so beautiful. The movie was also very funny, and I especially loved the grandmother she is so strong, wise and added a lighter touch to the sad parts. I think everything was perfectly balanced in this film, there was enough funny moments but not too many as to take away the seriousness of the film; there was a good amount of sadness as well but yet again not too much as to make the film all about it, plus you can't have a superhero origin story without a bit of loss, If there was no loss this film would not be what it is, the character development is dependent on the loss and sadness. I also really loved how they incorporated the romance between Jaime and Jenny, it was such a good slow-burn, there was constant tension between them and they were finally able to explore it at the end. It wasn't like they immediately fell for each other, it was a slow, realistic progress. Speaking of realistic, the family and their reactions and relationships are very realistically portrayed in the film. I mean if there was a blue bug that attached itself to my face and flew me out of the roof i'm pretty sure my mom would also call the police. With the negative comments, I do agree that the film might have been a bit boring or predictable to some but I do not feel that way myself, therefore the 10 stars (I also don't know how to properly rate a film lol, it's so much easier doing a review) I also find it a bit strange that the grandmother was so skilled with that massive gun, like how was she able to carry that weight as well as use it? But ofc there's a bit of a missing story which we also still need. I'm very hopeful and excited for the second movie!",10
